Id,SalePrice
1461,120555.36982201441
1462,150922.7866535689
1463,168925.8138831346
1464,185118.93113941373
1465,192491.8794155883
1466,180951.5121172334
1467,160307.67017316865
1468,165190.1772602999
1469,187408.84532399813
1470,124870.84929759457
1471,188534.18786257997
1472,91206.13640788788
1473,92911.93437723153
1474,154596.36180226045
1475,116109.58540545317
1476,346828.4569555696
1477,246866.18182608456
1478,274992.654306194
1479,273872.75228913454
1480,403216.8894418229
1481,371014.12940108567
1482,208743.29310388459
1483,184450.30053164225
1484,162769.96767059868
1485,171785.83072891863
1486,189732.95441190785
1487,346888.7723723346
1488,253613.23740914115
1489,189511.6682254515
1490,198096.69801548176
1491,186699.56573631492
1492,95562.70237831754
1493,166996.51319327715
1494,276177.1389353035
1495,303649.18882080953
1496,219442.7443335651
1497,187420.25127690032
1498,160263.80603813953
1499,160263.80603813953
1500,159798.30675085416
1501,173798.77691944913
1502,142594.77225874615
1503,204590.16788502672
1504,247116.51606848516
1505,218539.8192156125
1506,166949.92318521693
1507,239179.75149122294
1508,183967.4453674601
1509,155814.0868758689
1510,139188.6982698794
1511,153016.5572017163
1512,174562.4304578522
1513,144208.92219394495
1514,145834.48410669406
1515,178369.9253369914
1516,144101.74489399057
1517,153627.14052763474
1518,138827.8505441908
1519,205752.8704696945
1520,140060.89541276224
1521,142644.05870316454
1522,158706.93838942432
1523,123526.78896368013
1524,116287.16792223288
1525,117417.11550853995
1526,120206.2650589538
1527,113743.23936711956
1528,133036.94611389918
1529,142357.95012585615
1530,164958.15153093406
1531,137786.71808497887
1532,96001.37539618896
1533,145471.18586481333
1534,111502.4142292713
1535,151534.76383764078
1536,136453.8953724048
1537,79275.22141321817
1538,175380.07550792972
1539,212503.781669569
1540,102519.56925654544
1541,148207.83736495793
1542,138825.00320901463
1543,216271.15461291917
1544,78215.95203836312
1545,90238.58376917076
1546,119202.13149274222
1547,121447.48376996414
1548,115454.53763207178
1549,104002.82813905858
1550,140929.085292712
1551,113664.29387908829
1552,146456.45272538558
1553,158823.27653272168
1554,133904.13104881562
1555,184633.681197587
1556,86030.41247320786
1557,102095.45023395882
1558,77126.22475911235
1559,122013.13565955665
1560,139611.68346808405
1561,137177.421853637
1562,126337.55607071155
1563,118319.41522931238
1564,165234.61916563046
1565,155724.51746593646
1566,208230.83569708883
1567,76104.1329964509
1568,213126.9743656218
1569,140667.78426232093
1570,127387.73582773872
1571,124534.7343206462
1572,142743.66207559063
1573,222210.7611908555
1574,144913.09558014706
1575,198734.8074386187
1576,209641.73383953862
1577,191360.2898654244
1578,132698.81132975995
1579,133979.72297088246
1580,181609.92419999564
1581,144905.20836917058
1582,126890.5229745336
1583,322397.11264730344
1584,227588.37622368927
1585,142048.9954171282
1586,88069.15048227039
1587,103155.47382414204
1588,147158.30533028822
1589,93376.42419553446
1590,138808.5093803309
1591,105925.47074742096
1592,131846.74895808322
1593,96615.54013986688
1594,119930.88671960935
1595,129429.02152067662
1596,255894.80867918525
1597,159957.6141227631
1598,197480.25712319015
1599,163363.627289602
1600,176864.97831288463
1601,77130.26953150549
